 Date  EpochDay  Avg_Irradiance_New  Avg_Irradiance_Old
 840604  1617.50  1361.1420  1366.2236
 840605  1618.50  1361.1926  1366.2744
 840606  1619.50  1361.1945  1366.2763
 840607  1620.50  1361.1098  1366.1913
 840608  1621.50  1361.1066  1366.1881
 840609  1622.50  1361.1224  1366.2040
 840610  1623.50  1361.2287  1366.3107
 840611  1624.50  1361.2654  1366.3475
 840612  1625.50  1361.2802  1366.3623
 840613  1626.50  1361.1715  1366.2532
 840614  1627.50  1361.0648  1366.1462
 840615  1628.50  1360.9074  1365.9882
 840616  1629.50  1360.9341  1366.0149
 840617  1630.50  1360.9767  1366.0577
 840618  1631.50  1360.9108  1365.9916
 840619  1632.50  1360.7286  1365.8087
 840620  1633.50  1360.6985  1365.7785
 840621  1634.50  1360.8008  1365.8812
 840622  1635.50  1360.8056  1365.8860
 840623  1636.50  1360.7566  1365.8368
 840624  1637.50  1360.7534  1365.8336
 840625  1638.50   -98.6318   -99.0000
 840626  1639.50   -98.6318   -99.0000
 840627  1640.50  1360.6530  1365.7328
 840628  1641.50  1360.7223  1365.8024
 840629  1642.50  1360.8325  1365.9130
 840630  1643.50  1360.8979  1365.9786
 840701  1644.50  1360.9304  1366.0113
 840702  1645.50  1361.0486  1366.1299
 840703  1646.50  1360.9866  1366.0677
 840704  1647.50  1361.0860  1366.1674
 840705  1648.50  1361.1345  1366.2161
 840706  1649.50  1361.1343  1366.2159
 840707  1650.50  1361.1103  1366.1918
 840708  1651.50  1361.0911  1366.1726
 840709  1652.50  1361.0590  1366.1404
 840710  1653.50  1360.9722  1366.0532
 840711  1654.50  1360.9410  1366.0219
 840712  1655.50  1361.0114  1366.0925
 840713  1656.50  1361.1056  1366.1871
 840714  1657.50  1361.0894  1366.1708
 840715  1658.50  1361.0761  1366.1575
 840716  1659.50  1361.0200  1366.1012
 840717  1660.50  1360.9838  1366.0649
 840718  1661.50  1360.9397  1366.0206
 840719  1662.50  1360.9293  1366.0102
 840720  1663.50  1360.9220  1366.0028
 840721  1664.50  1360.8609  1365.9414
 840722  1665.50  1360.8415  1365.9221
 840723  1666.50  1360.8272  1365.9076
 840724  1667.50  1360.8267  1365.9072
 840725  1668.50  1360.8532  1365.9337
 840726  1669.50  1360.8537  1365.9343
 840727  1670.50  1360.8423  1365.9229
 840728  1671.50  1360.8588  1365.9394
 840729  1672.50  1360.8972  1365.9779
 840730  1673.50  1360.9754  1366.0564
 840731  1674.50  1361.0277  1366.1089
 840801  1675.50  1361.0482  1366.1294
 840802  1676.50  1361.0896  1366.1710
 840803  1677.50  1361.0573  1366.1386
 840804  1678.50  1361.0878  1366.1692
 840805  1679.50  1361.1083  1366.1898
 840806  1680.50  1361.1427  1366.2243
 840807  1681.50  1361.0438  1366.1250
 840808  1682.50  1360.9548  1366.0357
 840809  1683.50  1360.8748  1365.9554
 840810  1684.50  1360.8615  1365.9420
 840811  1685.50  1360.9427  1366.0236
 840812  1686.50  1361.0109  1366.0921
 840813  1687.50  1361.0672  1366.1486
 840814  1688.50  1361.0349  1366.1162
 840815  1689.50  1360.9369  1366.0178
 840816  1690.50  1360.8399  1365.9204
 840817  1691.50  1360.7866  1365.8669
 840818  1692.50  1360.7343  1365.8144
 840819  1693.50  1360.6810  1365.7609
 840820  1694.50  1360.6665  1365.7464
 840821  1695.50  1360.6928  1365.7728
 840822  1696.50  1360.7062  1365.7862
 840823  1697.50  1360.6808  1365.7607
 840824  1698.50  1360.6971  1365.7771
 840825  1699.50  1360.6508  1365.7306
 840826  1700.50  1360.7090  1365.7890
 840827  1701.50  1360.7603  1365.8405
 840828  1702.50  1360.7189  1365.7990
 840829  1703.50  1360.6587  1365.7385
 840830  1704.50   -98.6318   -99.0000
 840831  1705.50   -98.6318   -99.0000
 840901  1706.50   -98.6318   -99.0000
 840902  1707.50   -98.6318   -99.0000
 840903  1708.50   -98.6318   -99.0000
 840904  1709.50   -98.6318   -99.0000
 840905  1710.50   -98.6318   -99.0000
 840906  1711.50  1361.0738  1366.1551
 840907  1712.50  1361.0563  1366.1377
 840908  1713.50  1361.0508  1366.1321
 840909  1714.50  1361.0185  1366.0996
 840910  1715.50  1361.1005  1366.1820
 840911  1716.50  1361.0980  1366.1795
 840912  1717.50  1360.8526  1365.9331
 840913  1718.50  1360.7684  1365.8486
 840914  1719.50  1360.6881  1365.7681
 840915  1720.50  1360.6905  1365.7705
 840916  1721.50  1360.6969  1365.7768
 840917  1722.50  1360.7281  1365.8082
 840918  1723.50  1360.7464  1365.8265
 840919  1724.50  1360.7955  1365.8758
 840920  1725.50  1360.7431  1365.8232
 840921  1726.50  1360.7763  1365.8566
 840922  1727.50  1360.7548  1365.8350
 840923  1728.50  1360.8228  1365.9033
 840924  1729.50  1360.8431  1365.9236
 840925  1730.50  1360.8256  1365.9060
 840926  1731.50  1360.8598  1365.9404
 840927  1732.50  1360.8433  1365.9238
 840928  1733.50  1360.8456  1365.9262
 840929  1734.50  1360.8898  1365.9705
 840930  1735.50  1360.8882  1365.9689
 841001  1736.50  1360.8916  1365.9723
 841002  1737.50  1360.9149  1365.9957
 841003  1738.50  1360.8794  1365.9601
 841004  1739.50  1360.9117  1365.9924
 841005  1740.50  1360.8842  1365.9648
 841006  1741.50  1360.8676  1365.9482
 841007  1742.50  1360.8988  1365.9796
 841008  1743.50  1360.8554  1365.9360
 841009  1744.50  1360.7652  1365.8454
 841010  1745.50  1360.7048  1365.7848
 841011  1746.50  1360.7241  1365.8041
 841012  1747.50  1360.6935  1365.7735
 841013  1748.50  1360.7128  1365.7928
 841014  1749.50  1360.7160  1365.7961
 841015  1750.50  1360.6447  1365.7245
 841016  1751.50  1360.6042  1365.6838
 841017  1752.50  1360.5767  1365.6562
 841018  1753.50  1360.6536  1365.7334
 841019  1754.50  1360.6500  1365.7298
 841020  1755.50  1360.6543  1365.7341
 841021  1756.50  1360.7124  1365.7924
 841022  1757.50  1360.7425  1365.8227
 841023  1758.50  1360.7906  1365.8710
 841024  1759.50  1360.8089  1365.8893
 841025  1760.50  1360.8032  1365.8836
 841026  1761.50  1360.7687  1365.8489
 841027  1762.50  1360.7809  1365.8612
 841028  1763.50  1360.7553  1365.8355
 841029  1764.50  1360.6909  1365.7709
 841030  1765.50  1360.7151  1365.7952
 841031  1766.50  1360.7174  1365.7975
 841101  1767.50  1360.6978  1365.7778
 841102  1768.50  1360.7210  1365.8011
 841103  1769.50  1360.7382  1365.8183
 841104  1770.50  1360.7375  1365.8176
 841105  1771.50  1360.7935  1365.8739
 841106  1772.50  1360.8167  1365.8971
 841107  1773.50  1360.7911  1365.8715
 841108  1774.50  1360.6869  1365.7669
 841109  1775.50  1360.7141  1365.7941
 841110  1776.50  1360.7024  1365.7824
 841111  1777.50  1360.7346  1365.8147
 841112  1778.50  1360.7577  1365.8379
 841113  1779.50  1360.3808  1365.4596
 841114  1780.50  1360.7842  1365.8645
 841115  1781.50   -98.6318   -99.0000
 841116  1782.50  1360.8077  1365.8880
 841117  1783.50  1360.8079  1365.8883
 841118  1784.50  1360.8410  1365.9215
 841119  1785.50  1360.8801  1365.9608
 841120  1786.50  1360.8167  1365.8971
 841121  1787.50  1360.7453  1365.8255
 841122  1788.50  1360.7097  1365.7898
 841123  1789.50  1360.6314  1365.7111
 841124  1790.50  1360.5720  1365.6515
 841125  1791.50  1360.4150  1365.4939
 841126  1792.50  1360.3098  1365.3883
 841127  1793.50  1360.2931  1365.3716
 841128  1794.50  1360.4367  1365.5158
 841129  1795.50  1360.6221  1365.7018
 841130  1796.50  1360.7518  1365.8320
 841201  1797.50  1360.8655  1365.9461
 841202  1798.50  1360.9186  1365.9994
 841203  1799.50  1360.8760  1365.9567
 841204  1800.50  1360.7797  1365.8600
 841205  1801.50  1360.7492  1365.8293
 841206  1802.50  1360.7633  1365.8436
 841207  1803.50  1360.7278  1365.8079
 841208  1804.50  1360.7390  1365.8191
 841209  1805.50  1360.7612  1365.8414
 841210  1806.50  1360.7654  1365.8456
 841211  1807.50  1360.6612  1365.7410
 841212  1808.50  1360.6226  1365.7023
 841213  1809.50  1360.6577  1365.7375
 841214  1810.50  1360.6769  1365.7568
 841215  1811.50  1360.7289  1365.8090
 841216  1812.50  1360.6286  1365.7083
 841217  1813.50  1360.6736  1365.7535
 841218  1814.50  1360.7167  1365.7967
 841219  1815.50  1360.7766  1365.8569
 841220  1816.50  1360.7938  1365.8741
 841221  1817.50  1360.7383  1365.8184
 841222  1818.50  1360.7395  1365.8196
 841223  1819.50   -98.6318   -99.0000
 841224  1820.50  1360.6634  1365.7432
 841225  1821.50  1360.6825  1365.7624
 841226  1822.50  1360.7514  1365.8316
 841227  1823.50  1360.7357  1365.8158
 841228  1824.50   -98.6318   -99.0000
 841229  1825.50  1360.7531  1365.8333
 841230  1826.50   -98.6318   -99.0000
 841231  1827.50  1360.7864  1365.8667
 850101  1828.50  1360.8941  1365.9748
 850102  1829.50  1360.9560  1366.0369
 850103  1830.50  1360.8487  1365.9292
 850104  1831.50  1360.9176  1365.9984
 850105  1832.50  1360.9028  1365.9836
 850106  1833.50   -98.6318   -99.0000
 850107  1834.50  1360.8654  1365.9460
 850108  1835.50   -98.6318   -99.0000
 850109  1836.50  1360.7752  1365.8555
 850110  1837.50  1360.7107  1365.7907
 850111  1838.50  1360.6950  1365.7750
 850112  1839.50  1360.7061  1365.7862
 850113  1840.50  1360.6068  1365.6865
 850114  1841.50  1360.5453  1365.6247
 850115  1842.50  1360.5465  1365.6259
 850116  1843.50  1360.5099  1365.5892
 850117  1844.50  1360.5021  1365.5814
 850118  1845.50  1360.6019  1365.6815
 850119  1846.50  1360.5473  1365.6268
 850120  1847.50  1360.2848  1365.3632
 850121  1848.50  1360.2432  1365.3215
 850122  1849.50  1360.3937  1365.4726
 850123  1850.50  1360.6338  1365.7135
 850124  1851.50  1360.6967  1365.7767
 850125  1852.50  1360.6630  1365.7429
 850126  1853.50  1360.6194  1365.6991
 850127  1854.50  1360.6136  1365.6933
 850128  1855.50  1360.6387  1365.7184
 850129  1856.50  1360.6030  1365.6827
 850130  1857.50  1360.6131  1365.6928
 850131  1858.50  1360.6143  1365.6940
 850201  1859.50  1360.5956  1365.6752
 850202  1860.50  1360.5082  1365.5875
 850203  1861.50  1360.6338  1365.7135
 850204  1862.50  1360.7633  1365.8436
 850205  1863.50  1360.7217  1365.8018
 850206  1864.50  1360.7160  1365.7960
 850207  1865.50  1360.6923  1365.7722
 850208  1866.50  1360.7163  1365.7964
 850209  1867.50  1360.8011  1365.8815
 850210  1868.50  1360.8351  1365.9156
 850211  1869.50  1360.7905  1365.8709
 850212  1870.50  1360.7708  1365.8511
 850213  1871.50  1360.7312  1365.8113
 850214  1872.50  1360.7085  1365.7885
 850215  1873.50  1360.7037  1365.7837
 850216  1874.50  1360.6939  1365.7739
 850217  1875.50  1360.7040  1365.7841
 850218  1876.50  1360.7460  1365.8262
 850219  1877.50  1360.7422  1365.8224
 850220  1878.50  1360.7245  1365.8046
 850221  1879.50  1360.6789  1365.7588
 850222  1880.50  1360.6372  1365.7170
 850223  1881.50  1360.6394  1365.7192
 850224  1882.50  1360.6067  1365.6864
 850225  1883.50  1360.5721  1365.6516
 850226  1884.50  1360.5603  1365.6398
 850227  1885.50  1360.5595  1365.6389
 850228  1886.50  1360.6114  1365.6910
 850301  1887.50  1360.6384  1365.7182
 850302  1888.50  1360.7321  1365.8122
 850303  1889.50  1360.5889  1365.6685
 850304  1890.50  1360.5483  1365.6277
 850305  1891.50  1360.5554  1365.6348
 850306  1892.50  1360.5834  1365.6630
 850307  1893.50  1360.5527  1365.6321
 850308  1894.50  1360.5757  1365.6553
 850309  1895.50  1360.5978  1365.6774
 850310  1896.50  1360.6358  1365.7155
 850311  1897.50  1360.5762  1365.6557
 850312  1898.50  1360.6181  1365.6978
 850313  1899.50  1360.6233  1365.7030
 850314  1900.50  1360.6284  1365.7081
 850315  1901.50  1360.5897  1365.6693
 850316  1902.50  1360.6068  1365.6864
 850317  1903.50  1360.5950  1365.6746
 850318  1904.50  1360.6469  1365.7267
 850319  1905.50  1360.6640  1365.7438
 850320  1906.50  1360.6691  1365.7490
 850321  1907.50  1360.6951  1365.7751
 850322  1908.50  1360.6873  1365.7672
 850323  1909.50  1360.6895  1365.7694
 850324  1910.50  1360.6399  1365.7196
 850325  1911.50  1360.5306  1365.6099
 850326  1912.50  1360.4860  1365.5651
 850327  1913.50  1360.4503  1365.5294
 850328  1914.50  1360.4266  1365.5055
 850329  1915.50  1360.4685  1365.5477
 850330  1916.50  1360.4896  1365.5688
 850331  1917.50  1360.5634  1365.6429
 850401  1918.50  1360.5894  1365.6690
 850402  1919.50  1360.6632  1365.7430
 850403  1920.50  1360.5469  1365.6263
 850404  1921.50  1360.5191  1365.5985
 850405  1922.50  1360.5481  1365.6276
 850406  1923.50  1360.6020  1365.6816
 850407  1924.50  1360.5255  1365.6049
 850408  1925.50  1360.5505  1365.6300
 850409  1926.50  1360.5427  1365.6221
 850410  1927.50  1360.5647  1365.6442
 850411  1928.50  1360.5200  1365.5993
 850412  1929.50  1360.5172  1365.5965
 850413  1930.50  1360.5412  1365.6206
 850414  1931.50  1360.5443  1365.6237
 850415  1932.50  1360.5374  1365.6168
 850416  1933.50  1360.5644  1365.6439
 850417  1934.50  1360.6322  1365.7119
 850418  1935.50  1360.5836  1365.6631
 850419  1936.50  1360.6165  1365.6962
 850420  1937.50  1360.6495  1365.7293
 850421  1938.50  1360.5899  1365.6695
 850422  1939.50  1360.3443  1365.4229
 850423  1940.50  1360.0877  1365.1654
 850424  1941.50  1359.9037  1364.9807
 850425  1942.50  1359.8501  1364.9269
 850426  1943.50  1359.8602  1364.9371
 850427  1944.50  1360.0534  1365.1310
 850428  1945.50  1360.3104  1365.3889
 850429  1946.50  1360.4140  1365.4929
 850430  1947.50  1360.5186  1365.5979
 850501  1948.50  1360.7526  1365.8328
 850502  1949.50  1360.7557  1365.8359
 850503  1950.50  1360.6444  1365.7242
 850504  1951.50  1360.6624  1365.7422
 850505  1952.50  1360.6247  1365.7044
 850506  1953.50  1360.5631  1365.6426
 850507  1954.50  1360.5752  1365.6547
 850508  1955.50  1360.4688  1365.5479
 850509  1956.50  1360.4411  1365.5201
 850510  1957.50  1360.3557  1365.4344
 850511  1958.50  1360.2185  1365.2967
 850512  1959.50  1360.1789  1365.2569
 850513  1960.50  1360.1303  1365.2081
 850514  1961.50  1360.1533  1365.2312
 850515  1962.50  1360.2560  1365.3343
 850516  1963.50  1360.4412  1365.5203
 850517  1964.50   -98.6318   -99.0000
 850518  1965.50   -98.6318   -99.0000
 850519  1966.50  1360.6597  1365.7396
 850520  1967.50  1360.5295  1365.6088
 850521  1968.50  1360.4779  1365.5571
 850522  1969.50  1360.5069  1365.5862
 850523  1970.50  1360.5568  1365.6363
 850524  1971.50  1360.5988  1365.6784
 850525  1972.50  1360.6298  1365.7095
 850526  1973.50  1360.6588  1365.7386
 850527  1974.50  1360.6599  1365.7397
 850528  1975.50  1360.5943  1365.6739
 850529  1976.50  1360.5178  1365.5971
 850530  1977.50  1360.5039  1365.5832
 850531  1978.50  1360.7190  1365.7991
 850601  1979.50  1360.5638  1365.6433
 850602  1980.50  1360.5570  1365.6364
 850603  1981.50  1360.5849  1365.6645
 850604  1982.50  1360.5990  1365.6786
 850605  1983.50  1360.5961  1365.6757
 850606  1984.50  1360.5863  1365.6659
 850607  1985.50  1360.4909  1365.5701
 850608  1986.50  1360.6304  1365.7101
 850609  1987.50  1360.4365  1365.5155
 850610  1988.50  1360.3640  1365.4427
 850611  1989.50  1360.3871  1365.4659
 850612  1990.50  1360.6062  1365.6859
 850613  1991.50  1360.7059  1365.7859
 850614  1992.50   -98.6318   -99.0000
 850615  1993.50  1360.8316  1365.9121
 850616  1994.50  1360.8437  1365.9243
 850617  1995.50  1360.8081  1365.8884
 850618  1996.50  1360.7296  1365.8097
 850619  1997.50  1360.6779  1365.7578
 850620  1998.50  1360.6432  1365.7230
 850621  1999.50  1360.6105  1365.6901
 850622  2000.50  1360.6076  1365.6872
 850623  2001.50  1360.4783  1365.5574
 850624  2002.50  1360.5172  1365.5965
 850625  2003.50  1360.4735  1365.5526
 850626  2004.50  1360.4875  1365.5667
 850627  2005.50  1360.4438  1365.5228
 850628  2006.50  1360.4687  1365.5479
 850629  2007.50  1360.5096  1365.5889
 850630  2008.50  1360.6212  1365.7009
 850701  2009.50  1360.6929  1365.7729
 850702  2010.50  1360.7567  1365.8369
 850703  2011.50  1360.5648  1365.6443
 850704  2012.50  1360.5759  1365.6554
 850705  2013.50  1360.4615  1365.5406
 850706  2014.50  1360.2766  1365.3550
 850707  2015.50  1360.0717  1365.1493
 850708  2016.50  1360.0997  1365.1775
 850709  2017.50  1360.2064  1365.2845
 850710  2018.50  1360.3508  1365.4295
 850711  2019.50  1360.5739  1365.6534
 850712  2020.50  1360.6298  1365.7095
 850713  2021.50  1360.6170  1365.6966
 850714  2022.50  1360.5723  1365.6518
 850715  2023.50  1360.5306  1365.6099
 850716  2024.50  1360.5396  1365.6190
 850717  2025.50  1360.5516  1365.6311
 850718  2026.50  1360.5448  1365.6242
 850719  2027.50  1360.5369  1365.6163
 850720  2028.50  1360.5897  1365.6693
 850721  2029.50  1360.5819  1365.6614
 850722  2030.50  1360.5362  1365.6155
 850723  2031.50  1360.5352  1365.6146
 850724  2032.50  1360.5204  1365.5997
 850725  2033.50  1360.5633  1365.6427
 850726  2034.50  1360.6201  1365.6998
 850727  2035.50  1360.7485  1365.8287
 850728  2036.50  1360.7825  1365.8628
 850729  2037.50  1360.8483  1365.9288
 850730  2038.50  1360.8096  1365.8900
 850731  2039.50  1360.8207  1365.9012
 850801  2040.50  1360.7532  1365.8334
 850802  2041.50  1360.7504  1365.8305
 850803  2042.50  1360.8082  1365.8886
 850804  2043.50  1360.7785  1365.8588
 850805  2044.50  1360.8045  1365.8849
 850806  2045.50  1360.8256  1365.9060
 850807  2046.50  1360.8088  1365.8892
 850808  2047.50  1360.7502  1365.8303
 850809  2048.50  1360.6049  1365.6846
 850810  2049.50  1360.5533  1365.6327
 850811  2050.50  1360.4976  1365.5768
 850812  2051.50  1360.4877  1365.5669
 850813  2052.50  1360.4669  1365.5460
 850814  2053.50  1360.5148  1365.5941
 850815  2054.50  1360.5347  1365.6141
 850816  2055.50  1360.5199  1365.5992
 850817  2056.50  1360.4941  1365.5733
 850818  2057.50  1360.4503  1365.5294
 850819  2058.50  1360.4792  1365.5584
 850820  2059.50  1360.4534  1365.5325
 850821  2060.50  1360.5381  1365.6175
 850822  2061.50  1360.5212  1365.6005
 850823  2062.50  1360.6089  1365.6885
 850824  2063.50  1360.6547  1365.7345
 850825  2064.50  1360.6857  1365.7656
 850826  2065.50  1360.6997  1365.7797
 850827  2066.50  1360.7127  1365.7928
 850828  2067.50  1360.6979  1365.7779
 850829  2068.50  1360.7090  1365.7890
 850830  2069.50  1360.7190  1365.7991
 850831  2070.50  1360.6982  1365.7782
 850901  2071.50  1360.7272  1365.8073
 850902  2072.50  1360.9144  1365.9952
 850903  2073.50  1360.6776  1365.7575
 850904  2074.50  1360.6200  1365.6997
 850905  2075.50  1360.5643  1365.6438
 850906  2076.50  1360.5942  1365.6738
 850907  2077.50  1360.5853  1365.6649
 850908  2078.50  1360.5386  1365.6180
 850909  2079.50  1360.5576  1365.6370
 850910  2080.50  1360.5775  1365.6570
 850911  2081.50  1360.5636  1365.6431
 850912  2082.50  1360.5517  1365.6312
 850913  2083.50  1360.6175  1365.6972
 850914  2084.50  1360.5797  1365.6593
 850915  2085.50  1360.5688  1365.6483
 850916  2086.50  1360.5589  1365.6384
 850917  2087.50  1360.5331  1365.6125
 850918  2088.50  1360.5162  1365.5955
 850919  2089.50  1360.5442  1365.6236
 850920  2090.50  1360.5621  1365.6416
 850921  2091.50  1360.6438  1365.7236
 850922  2092.50  1360.6449  1365.7246
 850923  2093.50  1360.6489  1365.7287
 850924  2094.50   -98.6318   -99.0000
 850925  2095.50  1360.6003  1365.6799
 850926  2096.50  1360.5944  1365.6740
 850927  2097.50  1360.4889  1365.5681
 850928  2098.50  1360.5786  1365.6581
 850929  2099.50  1360.5567  1365.6362
 850930  2100.50  1360.5916  1365.6712
 851001  2101.50  1360.6056  1365.6852
 851002  2102.50  1360.4872  1365.5664
 851003  2103.50  1360.5121  1365.5914
 851004  2104.50  1360.4923  1365.5715
 851005  2105.50  1360.4416  1365.5206
 851006  2106.50  1360.4923  1365.5716
 851007  2107.50  1360.5252  1365.6045
 851008  2108.50  1360.5033  1365.5826
 851009  2109.50  1360.4755  1365.5547
 851010  2110.50   -98.6318   -99.0000
 851011  2111.50  1360.5283  1365.6077
 851012  2112.50  1360.5264  1365.6057
 851013  2113.50  1360.4687  1365.5478
 851014  2114.50  1360.5085  1365.5878
 851015  2115.50  1360.5304  1365.6098
 851016  2116.50  1360.6499  1365.7297
 851017  2117.50  1360.6261  1365.7058
 851018  2118.50  1360.5913  1365.6709
 851019  2119.50  1360.4909  1365.5701
 851020  2120.50  1360.3785  1365.4573
 851021  2121.50  1360.2651  1365.3435
 851022  2122.50  1360.0363  1365.1138
 851023  2123.50   -98.6318   -99.0000
 851024  2124.50  1360.2794  1365.3578
 851025  2125.50  1360.5721  1365.6516
 851026  2126.50  1360.7155  1365.7956
 851027  2127.50  1360.7116  1365.7917
 851028  2128.50  1360.6480  1365.7278
 851029  2129.50  1360.5744  1365.6539
 851030  2130.50  1360.5018  1365.5810
 851031  2131.50  1360.5038  1365.5831
 851101  2132.50  1360.5676  1365.6470
 851102  2133.50  1360.6333  1365.7130
 851103  2134.50  1360.5427  1365.6221
 851104  2135.50  1360.5308  1365.6102
 851105  2136.50  1360.5020  1365.5812
 851106  2137.50  1360.4642  1365.5433
 851107  2138.50  1360.5000  1365.5793
 851108  2139.50  1360.5250  1365.6043
 851109  2140.50  1360.5140  1365.5933
 851110  2141.50  1360.5619  1365.6413
 851111  2142.50  1360.5997  1365.6793
 851112  2143.50  1360.6416  1365.7213
 851113  2144.50  1360.7172  1365.7973
 851114  2145.50  1360.6477  1365.7274
 851115  2146.50  1360.5392  1365.6186
 851116  2147.50   -98.6318   -99.0000
 851117  2148.50  1360.5673  1365.6468
 851118  2149.50  1360.6102  1365.6899
 851119  2150.50  1360.6650  1365.7449
 851120  2151.50  1360.7129  1365.7929
 851121  2152.50  1360.7856  1365.8659
 851122  2153.50  1360.8305  1365.9110
 851123  2154.50   -98.6318   -99.0000
 851124  2155.50  1360.7091  1365.7892
 851125  2156.50  1360.6694  1365.7492
 851126  2157.50   -98.6318   -99.0000
 851127  2158.50   -98.6318   -99.0000
 851128  2159.50   -98.6318   -99.0000
 851129  2160.50   -98.6318   -99.0000
 851130  2161.50   -98.6318   -99.0000
 851201  2162.50   -98.6318   -99.0000
 851202  2163.50   -98.6318   -99.0000
 851203  2164.50  1360.3451  1365.4238
 851204  2165.50  1360.4785  1365.5577
 851205  2166.50  1360.5233  1365.6027
 851206  2167.50  1360.5562  1365.6357
 851207  2168.50  1360.5801  1365.6597
 851208  2169.50  1360.6090  1365.6887
 851209  2170.50  1360.7106  1365.7906
 851210  2171.50  1360.8291  1365.9095
 851211  2172.50  1360.8003  1365.8806
 851212  2173.50  1360.7715  1365.8517
 851213  2174.50  1360.7576  1365.8378
 851214  2175.50  1360.7408  1365.8209
 851215  2176.50  1360.6881  1365.7681
 851216  2177.50  1360.5887  1365.6683
 851217  2178.50  1360.6077  1365.6873
 851218  2179.50  1360.7093  1365.7893
 851219  2180.50  1360.7870  1365.8673
 851220  2181.50  1360.7264  1365.8065
 851221  2182.50  1360.6826  1365.7626
 851222  2183.50  1360.6140  1365.6937
 851223  2184.50  1360.5832  1365.6627
 851224  2185.50  1360.4528  1365.5319
 851225  2186.50  1360.4767  1365.5559
 851226  2187.50  1360.5136  1365.5928
 851227  2188.50  1360.5623  1365.6418
 851228  2189.50  1360.5753  1365.6548
 851229  2190.50  1360.5693  1365.6488
 851230  2191.50  1360.5674  1365.6469
 851231  2192.50  1360.5574  1365.6369
 860101  2193.50  1360.5366  1365.6159
 860102  2194.50  1360.5664  1365.6459
 860103  2195.50  1360.6889  1365.7688
 860104  2196.50  1360.6899  1365.7698
 860105  2197.50  1360.7745  1365.8548
 860106  2198.50  1360.8383  1365.9188
 860107  2199.50  1360.9110  1365.9917
 860108  2200.50  1361.0095  1366.0907
 860109  2201.50   -98.6318   -99.0000
 860110  2202.50   -98.6318   -99.0000
 860111  2203.50   -98.6318   -99.0000
 860112  2204.50   -98.6318   -99.0000
 860113  2205.50   -98.6318   -99.0000
 860114  2206.50   -98.6318   -99.0000
 860115  2207.50   -98.6318   -99.0000
 860116  2208.50   -98.6318   -99.0000
 860117  2209.50   -98.6318   -99.0000
 860118  2210.50   -98.6318   -99.0000
 860119  2211.50   -98.6318   -99.0000
 860120  2212.50   -98.6318   -99.0000
 860121  2213.50   -98.6318   -99.0000
 860122  2214.50  1360.4807  1365.5598
 860123  2215.50  1360.4797  1365.5588
 860124  2216.50  1360.4867  1365.5659
 860125  2217.50  1360.5245  1365.6038
 860126  2218.50  1360.4658  1365.5449
 860127  2219.50  1360.4698  1365.5489
 860128  2220.50  1360.4439  1365.5229
 860129  2221.50  1360.4220  1365.5010
 860130  2222.50  1360.5385  1365.6179
 860131  2223.50  1360.6390  1365.7188
 860201  2224.50  1360.6679  1365.7478
 860202  2225.50  1360.5386  1365.6180
 860203  2226.50  1360.2491  1365.3274
 860204  2227.50  1360.1944  1365.2725
 860205  2228.50  1360.2035  1365.2816
 860206  2229.50  1360.2911  1365.3696
 860207  2230.50  1360.4764  1365.5555
 860208  2231.50  1360.5681  1365.6475
 860209  2232.50  1360.6110  1365.6906
 860210  2233.50  1360.5314  1365.6108
 860211  2234.50  1360.4091  1365.4880
 860212  2235.50  1360.3863  1365.4651
 860213  2236.50  1360.5635  1365.6429
 860214  2237.50  1360.6222  1365.7019
 860215  2238.50  1360.5635  1365.6430
 860216  2239.50  1360.5795  1365.6590
 860217  2240.50  1360.5914  1365.6710
 860218  2241.50  1360.5825  1365.6620
 860219  2242.50  1360.4859  1365.5651
 860220  2243.50  1360.5616  1365.6410
 860221  2244.50  1360.5655  1365.6450
 860222  2245.50  1360.6094  1365.6890
 860223  2246.50  1360.5885  1365.6680
 860224  2247.50  1360.5835  1365.6631
 860225  2248.50  1360.5915  1365.6711
 860226  2249.50  1360.6025  1365.6821
 860227  2250.50  1360.6373  1365.7171
 860228  2251.50  1360.6901  1365.7701
 860301  2252.50  1360.8743  1365.9549
 860302  2253.50  1360.9699  1366.0509
 860303  2254.50  1360.7122  1365.7922
 860304  2255.50  1360.6137  1365.6934
 860305  2256.50  1360.4924  1365.5716
 860306  2257.50  1360.4457  1365.5247
 860307  2258.50  1360.4806  1365.5598
 860308  2259.50  1360.5693  1365.6488
 860309  2260.50  1360.6928  1365.7727
 860310  2261.50  1360.7346  1365.8148
 860311  2262.50  1360.7496  1365.8298
 860312  2263.50  1360.6571  1365.7369
 860313  2264.50  1360.5287  1365.6081
 860314  2265.50   -98.6318   -99.0000
 860315  2266.50  1360.4561  1365.5351
 860316  2267.50  1360.4770  1365.5561
 860317  2268.50  1360.4611  1365.5402
 860318  2269.50  1360.4521  1365.5312
 860319  2270.50  1360.4720  1365.5512
 860320  2271.50  1360.5297  1365.6091
 860321  2272.50  1360.5457  1365.6251
 860322  2273.50  1360.5407  1365.6201
 860323  2274.50  1360.5467  1365.6261
 860324  2275.50  1360.5298  1365.6091
 860325  2276.50  1360.5696  1365.6491
 860326  2277.50  1360.5796  1365.6591
 860327  2278.50  1360.6005  1365.6801
 860328  2279.50  1360.6473  1365.7271
 860329  2280.50  1360.7200  1365.8000
 860330  2281.50  1360.7309  1365.8111
